2022-08-05|22:49:03.197|main      |backend-department-service,,|DEBUG| ontext.logging.ClasspathLoggingApplicationListener| Application started with classpath: unknown
2022-08-05|22:49:19.709|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.openfeign.FeignAutoConfiguration'
2022-08-05|22:49:19.713|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'feignFeature'
2022-08-05|22:49:19.720|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'feignContext'
2022-08-05|22:49:19.722|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'feign.client-org.springframework.cloud.openfeign.FeignClientProperties'
2022-08-05|22:49:19.758|main      |backend-department-service,,|DEBUG| work.jmx.export.annotation.AnnotationMBeanExporter| Registering beans for JMX exposure on startup
2022-08-05|22:49:19.758|main      |backend-department-service,,|DEBUG| work.jmx.export.annotation.AnnotationMBeanExporter| Autodetecting user-defined JMX MBeans
2022-08-05|22:49:19.766|main      |backend-department-service,,|DEBUG| work.jmx.export.annotation.AnnotationMBeanExporter| Bean with name 'dataSource' has been autodetected for JMX exposure
2022-08-05|22:49:19.782|main      |backend-department-service,,|DEBUG| work.jmx.export.annotation.AnnotationMBeanExporter| Bean with name 'refreshScope' has been autodetected for JMX exposure
2022-08-05|22:49:19.786|main      |backend-department-service,,|DEBUG| work.jmx.export.annotation.AnnotationMBeanExporter| Bean with name 'configurationPropertiesRebinder' has been autodetected for JMX exposure
2022-08-05|22:49:19.787|main      |backend-department-service,,|DEBUG| work.jmx.export.annotation.AnnotationMBeanExporter| Bean with name 'environmentManager' has been autodetected for JMX exposure
2022-08-05|22:49:19.794|main      |backend-department-service,,|DEBUG| work.jmx.export.annotation.AnnotationMBeanExporter| Located managed bean 'environmentManager': registering with JMX server as MBean [org.springframework.cloud.context.environment:name=environmentManager,type=EnvironmentManager]
2022-08-05|22:49:19.842|main      |backend-department-service,,|DEBUG| work.jmx.export.annotation.AnnotationMBeanExporter| Located managed bean 'refreshScope': registering with JMX server as MBean [org.springframework.cloud.context.scope.refresh:name=refreshScope,type=RefreshScope]
2022-08-05|22:49:19.879|main      |backend-department-service,,|DEBUG| work.jmx.export.annotation.AnnotationMBeanExporter| Located managed bean 'configurationPropertiesRebinder': registering with JMX server as MBean [org.springframework.cloud.context.properties:name=configurationPropertiesRebinder,context=2189e7a7,type=ConfigurationPropertiesRebinder]
2022-08-05|22:49:19.897|main      |backend-department-service,,|DEBUG| work.jmx.export.annotation.AnnotationMBeanExporter| Located MBean 'dataSource': registering with JMX server as MBean [com.zaxxer.hikari:name=dataSource,type=HikariDataSource]
2022-08-05|22:49:19.909|main      |backend-department-service,,|DEBUG| ramework.context.support.DefaultLifecycleProcessor| Starting beans in phase 0
2022-08-05|22:49:19.913|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'scopedTarget.eurekaRegistration' via factory method to bean named 'eurekaClient'
2022-08-05|22:49:19.913|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'scopedTarget.eurekaRegistration' via factory method to bean named 'eurekaInstanceConfigBean'
2022-08-05|22:49:19.913|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'scopedTarget.eurekaRegistration' via factory method to bean named 'eurekaApplicationInfoManager'
2022-08-05|22:49:19.923|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'scopedTarget.eurekaApplicationInfoManager' via factory method to bean named 'eurekaInstanceConfigBean'
2022-08-05|22:49:19.934|main      |backend-department-service,,| INFO| framework.cloud.netflix.eureka.InstanceInfoFactory| Setting initial instance status as: STARTING
2022-08-05|22:49:19.939|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'scopedTarget.eurekaClient' via factory method to bean named 'eurekaApplicationInfoManager'
2022-08-05|22:49:19.939|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'scopedTarget.eurekaClient' via factory method to bean named 'eurekaClientConfigBean'
2022-08-05|22:49:19.939|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'scopedTarget.eurekaClient' via factory method to bean named 'eurekaInstanceConfigBean'
2022-08-05|22:49:20.803|main      |backend-department-service,,|ERROR| .netflix.eureka.serviceregistry.EurekaRegistration| error getting CloudEurekaClient
org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'scopedTarget.eurekaClient' defined in class path resource [org/springframework/cloud/netflix/eureka/EurekaClientAutoConfiguration$RefreshableEurekaClientConfiguration.class]: Bean instantiation via factory method failed; nested exception is org.springframework.beans.BeanInstantiationException: Failed to instantiate [com.netflix.discovery.EurekaClient]: Factory method 'eurekaClient' threw exception; nested exception is java.lang.RuntimeException: Failed to initialize DiscoveryClient!
	at org.springframework.beans.factory.support.ConstructorResolver.instantiate(ConstructorResolver.java:627) ~[spring-beans-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.beans.factory.support.ConstructorResolver.instantiateUsingFactoryMethod(ConstructorResolver.java:607) ~[spring-beans-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.instantiateUsingFactoryMethod(AbstractAutowireCapableBeanFactory.java:1305) ~[spring-beans-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1144) ~[spring-beans-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:555) ~[spring-beans-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:515) ~[spring-beans-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.lambda$doGetBean$1(AbstractBeanFactory.java:356) ~[spring-beans-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.cloud.context.scope.GenericScope$BeanLifecycleWrapper.getBean(GenericScope.java:389) ~[spring-cloud-context-2.1.5.RELEASE.jar:2.1.5.RELEASE]
	at org.springframework.cloud.context.scope.GenericScope.get(GenericScope.java:186) ~[spring-cloud-context-2.1.5.RELEASE.jar:2.1.5.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:353) ~[spring-beans-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:199) ~[spring-beans-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.aop.target.SimpleBeanTargetSource.getTarget(SimpleBeanTargetSource.java:35) ~[spring-aop-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.cloud.netflix.eureka.serviceregistry.EurekaRegistration.getTargetObject(EurekaRegistration.java:129) ~[spring-cloud-netflix-eureka-client-2.1.5.RELEASE.jar:2.1.5.RELEASE]
	at org.springframework.cloud.netflix.eureka.serviceregistry.EurekaRegistration.getEurekaClient(EurekaRegistration.java:117) ~[spring-cloud-netflix-eureka-client-2.1.5.RELEASE.jar:2.1.5.RELEASE]
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:na]
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:78) ~[na:na]
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[na:na]
	at java.base/java.lang.reflect.Method.invoke(Method.java:567) ~[na:na]
	at org.springframework.util.ReflectionUtils.invokeMethod(ReflectionUtils.java:246) ~[spring-core-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.cloud.context.scope.GenericScope$LockedScopedProxyFactoryBean.invoke(GenericScope.java:499) ~[spring-cloud-context-2.1.5.RELEASE.jar:2.1.5.RELEASE]
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186) ~[spring-aop-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:688) ~[spring-aop-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.cloud.netflix.eureka.serviceregistry.EurekaRegistration$$EnhancerBySpringCGLIB$$66a4528a.getEurekaClient(<generated>) ~[spring-cloud-netflix-eureka-client-2.1.5.RELEASE.jar:2.1.5.RELEASE]
	at org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry.maybeInitializeClient(EurekaServiceRegistry.java:57) ~[spring-cloud-netflix-eureka-client-2.1.5.RELEASE.jar:2.1.5.RELEASE]
	at org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry.register(EurekaServiceRegistry.java:38) ~[spring-cloud-netflix-eureka-client-2.1.5.RELEASE.jar:2.1.5.RELEASE]
	at org.springframework.cloud.netflix.eureka.serviceregistry.EurekaAutoServiceRegistration.start(EurekaAutoServiceRegistration.java:83) ~[spring-cloud-netflix-eureka-client-2.1.5.RELEASE.jar:2.1.5.RELEASE]
	at org.springframework.context.support.DefaultLifecycleProcessor.doStart(DefaultLifecycleProcessor.java:182) ~[spring-context-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.context.support.DefaultLifecycleProcessor.access$200(DefaultLifecycleProcessor.java:53) ~[spring-context-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.context.support.DefaultLifecycleProcessor$LifecycleGroup.start(DefaultLifecycleProcessor.java:360) ~[spring-context-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.context.support.DefaultLifecycleProcessor.startBeans(DefaultLifecycleProcessor.java:158) ~[spring-context-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.context.support.DefaultLifecycleProcessor.onRefresh(DefaultLifecycleProcessor.java:122) ~[spring-context-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.context.support.AbstractApplicationContext.finishRefresh(AbstractApplicationContext.java:893) ~[spring-context-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.finishRefresh(ServletWebServerApplicationContext.java:163) ~[spring-boot-2.1.3.RELEASE.jar:2.1.3.RELEASE]
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:552) ~[spring-context-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.refresh(ServletWebServerApplicationContext.java:142) ~[spring-boot-2.1.3.RELEASE.jar:2.1.3.RELEASE]
	at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:775) ~[spring-boot-2.1.3.RELEASE.jar:2.1.3.RELEASE]
	at org.springframework.boot.SpringApplication.refreshContext(SpringApplication.java:397) ~[spring-boot-2.1.3.RELEASE.jar:2.1.3.RELEASE]
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:316) ~[spring-boot-2.1.3.RELEASE.jar:2.1.3.RELEASE]
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1260) ~[spring-boot-2.1.3.RELEASE.jar:2.1.3.RELEASE]
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1248) ~[spring-boot-2.1.3.RELEASE.jar:2.1.3.RELEASE]
	at com.online.ems.DepartmentEMSApplication.main(DepartmentEMSApplication.java:19) ~[classes/:na]
Caused by: org.springframework.beans.BeanInstantiationException: Failed to instantiate [com.netflix.discovery.EurekaClient]: Factory method 'eurekaClient' threw exception; nested exception is java.lang.RuntimeException: Failed to initialize DiscoveryClient!
	at org.springframework.beans.factory.support.SimpleInstantiationStrategy.instantiate(SimpleInstantiationStrategy.java:185) ~[spring-beans-5.1.5.RELEASE.jar:5.1.5.RELEASE]
	at org.springframework.beans.factory.support.ConstructorResolver.instantiate(ConstructorResolver.java:622) ~[spring-beans-5.1.5.RELEASE.jar:5.1.5.RELEASE]
